NAME                                               VERSION                                                  TYPE                            
csv                                                1.4.0                                                    rust-crate    (+1 duplicate)    
csv-core                                           0.1.13                                                   rust-crate    (+1 duplicate)    
ctrlc                                              3.5.2                                                    rust-crate    (+1 duplicate)    
curl                                               7.88.1-10+deb12u15                                       deb                             
custom-event-polyfill                              1.0.7                                                    npm                             
cwd                                                0.10.0                                                   npm                             
cyclonedx-bom                                      0.8.1                                                    rust-crate    (+1 duplicate)    
cyclonedx-bom-macros                               0.1.0                                                    rust-crate    (+1 duplicate)    
d3-color                                           3.1.0                                                    npm                             
d3-dispatch                                        3.0.1                                                    npm                             
d3-drag                                            3.0.0                                                    npm                             
d3-ease                                            3.0.1                                                    npm                             
d3-interpolate                                     3.0.1                                                    npm                             
d3-selection                                       3.0.0                                                    npm                             
d3-timer                                           3.0.1                                                    npm                             
d3-transition                                      3.0.1                                                    npm                             
d3-zoom                                            3.0.0                                                    npm                             
dash                                               0.5.12-2                                                 deb                             
data-encoding                                      2.11.0                                                   rust-crate    (+1 duplicate)    
dataclasses-json                                   0.6.7                                                    python                          
date-fns                                           4.4.0                                                    npm                             
date-fns-jalali                                    4.1.0-0                                                  npm                             
dayjs                                              1.11.21                                                  npm                             
deadpool                                           0.12.3                                                   rust-crate    (+1 duplicate)    
deadpool-runtime                                   0.1.4                                                    rust-crate    (+1 duplicate)    
debconf                                            1.5.82                                                   deb                             
debian-archive-keyring                             2023.3+deb12u2                                           deb                             
debianutils                                        5.7-0.5~deb12u1                                          deb                             
debug                                              3.1.0                                                    npm                             
debug                                              3.2.7                                                    npm                             
debug                                              4.3.4                                                    npm                             
debug                                              4.3.7                                                    npm           (+1 duplicate)    
debug                                              4.4.3                                                    npm           (+1 duplicate)    
decode-named-character-reference                   1.3.0                                                    npm                             
decode-uri-component                               0.2.2                                                    npm                             
decorator                                          5.3.1                                                    python                          
deep-equal                                         1.1.2                                                    npm                             
deep-is                                            0.1.4                                                    npm                             
define-data-property                               1.1.1                                                    npm                             
define-properties                                  1.2.1                                                    npm                             
defmt                                              1.1.0                                                    rust-crate    (+1 duplicate)    
defmt-macros                                       1.1.0                                                    rust-crate    (+1 duplicate)    
defmt-parser                                       1.0.0                                                    rust-crate    (+1 duplicate)    
delayed-stream                                     1.0.0                                                    npm                             
dequal                                             2.0.3                                                    npm                             
der                                                0.7.10                                                   rust-crate    (+1 duplicate)    
der-parser                                         10.0.0                                                   rust-crate    (+1 duplicate)    
deranged                                           0.5.8                                                    rust-crate    (+1 duplicate)    
detect-libc                                        2.1.2                                                    npm                             
detect-node-es                                     1.1.0                                                    npm                             
devlop                                             1.1.0                                                    npm                             
diff                                               8.0.2                                                    npm                             
difflib                                            0.4.0                                                    rust-crate    (+1 duplicate)    
diffutils                                          1:3.8-4                                                  deb                             
digest                                             0.10.7                                                   rust-crate    (+1 duplicate)    
dirs                                               6.0.0                                                    rust-crate    (+1 duplicate)    
dirs-sys                                           0.5.0                                                    rust-crate    (+1 duplicate)    
diskus                                             0.9.0                                                    rust-crate    (+1 duplicate)    
displaydoc                                         0.2.5                                                    rust-crate    (+1 duplicate)    
distro                                             1.9.0                                                    python                          
dlv-list                                           0.5.2                                                    rust-crate    (+1 duplicate)    
docopt                                             0.6.2                                                    python                          
doctypes                                           1.1.0                                                    npm                             
dom-serializer                                     1.4.1                                                    npm                             
domelementtype                                     2.3.0                                                    npm                             
domhandler                                         4.3.1                                                    npm                             
domutils                                           2.8.0                                                    npm                             
dotenvy                                            0.15.7                                                   rust-crate    (+1 duplicate)    
dpkg                                               1.21.23                                                  deb                             
driver.js                                          0.9.8                                                    npm                             
duckdb                                             1.4.5                                                    python                          
dunce                                              1.0.5                                                    rust-crate    (+1 duplicate)    
dunder-proto                                       1.0.1                                                    npm                             
dyn-clone                                          1.0.20                                                   rust-crate    (+1 duplicate)    
e2fsprogs                                          1.47.0-2+b2                                              deb                             
eastasianwidth                                     0.2.0                                                    npm                             
editorjs-undo                                      0.1.6                                                    npm                             
either                                             1.16.0                                                   rust-crate    (+1 duplicate)    
electron-to-chromium                               1.4.594                                                  npm                             
electron-to-chromium                               1.5.383                                                  npm                             
email-reply-parser                                 0.5.12                                                   python                          
emoji-regex                                        8.0.0                                                    npm           (+1 duplicate)    
emoji-regex                                        9.2.2                                                    npm           (+1 duplicate)    
emojis-list                                        2.1.0                                                    npm                             
encoding                                           0.1.13                                                   npm                             
encoding_rs                                        0.8.35                                                   rust-crate    (+1 duplicate)    
encoding_rs_io                                     0.1.7                                                    rust-crate    (+1 duplicate)    
endi                                               1.1.1                                                    rust-crate    (+1 duplicate)    
engine.io                                          6.5.4                                                    npm                             
engine.io-client                                   6.5.3                                                    npm                             
engine.io-client                                   6.5.4                                                    npm                             
engine.io-client                                   UNKNOWN                                                  npm           (+5 duplicates)   
engine.io-parser                                   5.2.1                                                    npm                             
engine.io-parser                                   5.2.3                                                    npm                             
engine.io-parser                                   UNKNOWN                                                  npm           (+3 duplicates)   
enhanced-resolve                                   5.21.6                                                   npm                             
entities                                           2.2.0                                                    npm                             
entities                                           6.0.1                                                    npm                             
enumflags2                                         0.7.12                                                   rust-crate    (+1 duplicate)    
env-paths                                          2.2.1                                                    npm                             
equivalent                                         1.0.2                                                    rust-crate    (+1 duplicate)    
erased-serde                                       0.4.10                                                   rust-crate    (+1 duplicate)    
erpnext                                            16.28.0                                                  python                          
erpnext                                            UNKNOWN                                                  npm                             
err-code                                           2.0.3                                                    npm                             
errno                                              0.1.8                                                    npm                             
errno                                              0.3.14                                                   rust-crate    (+1 duplicate)    
es-define-property                                 1.0.1                                                    npm                             
es-errors                                          1.3.0                                                    npm                             
es-object-atoms                                    1.1.2                                                    npm                             
es-set-tostringtag                                 2.1.0                                                    npm                             
esbuild-plugin-vue3                                0.3.2                                                    npm                             
escalade                                           3.1.1                                                    npm                             
escalade                                           3.2.0                                                    npm                             
escape-string-regexp                               1.0.5                                                    npm                             
escape-string-regexp                               4.0.0                                                    npm                             
escape-string-regexp                               5.0.0                                                    npm                             
eslint                                             9.39.4                                                   npm                             
eslint-plugin-react-hooks                          7.1.1                                                    npm                             
eslint-plugin-react-refresh                        0.5.3                                                    npm                             
eslint-scope                                       8.4.0                                                    npm                             
eslint-visitor-keys                                3.4.3                                                    npm                             
eslint-visitor-keys                                4.2.1                                                    npm                             
eslint-visitor-keys                                5.0.1                                                    npm                             
espree                                             10.4.0                                                   npm                             
esquery                                            1.7.0                                                    npm                             
esrecurse                                          4.3.0                                                    npm                             
estraverse                                         5.3.0                                                    npm                             
estree-util-is-identifier-name                     3.0.0                                                    npm                             
estree-walker                                      2.0.2                                                    npm                             
esutils                                            2.0.3                                                    npm                             
et-xmlfile                                         2.0.0                                                    python                          
etcetera                                           0.11.0                                                   rust-crate    (+1 duplicate)    
event-listener                                     5.4.1                                                    rust-crate    (+1 duplicate)    
event-listener-strategy                            0.5.4                                                    rust-crate    (+1 duplicate)    
eventemitter3                                      2.0.3                                                    npm                             
eventemitter3                                      5.0.1                                                    npm                             
executing                                          2.2.1                                                    python                          
expand-tilde                                       1.2.2                                                    npm                             
expand-tilde                                       2.0.2                                                    npm                             
exponential-backoff                                3.1.2                                                    npm                             
extend                                             3.0.2                                                    npm           (+1 duplicate)    
extend-shallow                                     2.0.1                                                    npm                             
false_main                                         UNKNOWN                                                  npm                             
fast-deep-equal                                    2.0.1                                                    npm                             
fast-deep-equal                                    3.1.3                                                    npm                             
fast-diff                                          1.1.2                                                    npm                             
fast-diff                                          1.3.0                                                    npm                             
fast-glob                                          3.3.2                                                    npm                             
fast-json-stable-stringify                         2.1.0                                                    npm                             
fast-levenshtein                                   2.0.6                                                    npm                             
fastest-levenshtein                                1.0.16                                                   npm                             
fastparse                                          1.1.2                                                    npm                             
fastq                                              1.15.0                                                   npm                             
fastrand                                           2.4.1                                                    rust-crate    (+1 duplicate)    
fdir                                               6.5.0                                                    npm           (+1 duplicate)    
file                                               1:5.44-3                                                 deb                             
file-entry-cache                                   8.0.0                                                    npm                             
file-selector                                      2.1.2                                                    npm                             
filelock                                           3.20.4                                                   python                          
filetime                                           0.2.29                                                   rust-crate    (+1 duplicate)    
filetype                                           1.2.0                                                    python                          
fill-range                                         7.1.1                                                    npm                             
find-file-up                                       0.1.3                                                    npm                             
find-pkg                                           0.1.2                                                    npm                             
find-up                                            5.0.0                                                    npm                             
findutils                                          4.9.0-4                                                  deb                             
fixedbitset                                        0.5.7                                                    rust-crate    (+1 duplicate)    
flat-cache                                         4.0.1                                                    npm                             
flate2                                             1.1.9                                                    rust-crate    (+1 duplicate)    
flatted                                            3.4.2                                                    npm                             
flit-core                                          3.12.0                                                   python                          
float-cmp                                          0.10.0                                                   rust-crate    (+1 duplicate)    
fluent-uri                                         0.4.1                                                    rust-crate    (+1 duplicate)    
fnv                                                1.0.7                                                    rust-crate    (+1 duplicate)    
foldhash                                           0.1.5                                                    rust-crate    (+1 duplicate)    
foldhash                                           0.2.0                                                    rust-crate    (+1 duplicate)    
follow-redirects                                   1.16.0                                                   npm                             
fontconfig                                         2.14.1-4                                                 deb                             
fontconfig-config                                  2.14.1-4                                                 deb                             
fonts-dejavu-core                                  2.37-6                                                   deb                             
fonttools                                          4.63.0                                                   python                          
foreground-child                                   3.3.1                                                    npm                             
form-data                                          4.0.6                                                    npm                             
form_urlencoded                                    1.2.2                                                    rust-crate    (+1 duplicate)    
fraction.js                                        4.3.7                                                    npm                             
frappe                                             16.27.0                                                  python                          
frappe-bench                                       5.31.0                                                   python                          
frappe-charts                                      2.0.0-rc27                                               npm                             
frappe-datatable                                   1.20.5                                                   npm                             
frappe-framework                                   UNKNOWN                                                  npm                             
frappe-gantt                                       0.6.1                                                    npm                             
frappe-js-sdk                                      1.14.0                                                   npm                             
frappe-quill-image-resize                          3.0.9                                                    npm                             
frappe-react-sdk                                   1.17.0                                                   npm                             
frozenlist                                         1.8.0                                                    python                          
fs-err                                             3.3.0                                                    rust-crate    (+1 duplicate)    
fs-exists-sync                                     0.1.0                                                    npm                             
fs-extra                                           9.1.0                                                    npm                             
fs-minipass                                        3.0.3                                                    npm                             
fs.realpath                                        1.0.0                                                    npm                             
function-bind                                      1.1.2                                                    npm           (+1 duplicate)    
functions-have-names                               1.2.3                                                    npm                             
fuse.js                                            7.4.2                                                    npm                             
futures                                            0.3.32                                                   rust-crate    (+1 duplicate)    
futures-channel                                    0.3.32                                                   rust-crate    (+1 duplicate)    
futures-core                                       0.3.32                                                   rust-crate    (+1 duplicate)    
futures-executor                                   0.3.32                                                   rust-crate    (+1 duplicate)    
futures-io                                         0.3.32                                                   rust-crate    (+1 duplicate)    
futures-lite                                       2.6.1                                                    rust-crate    (+1 duplicate)    
futures-sink                                       0.3.32                                                   rust-crate    (+1 duplicate)    
futures-task                                       0.3.32                                                   rust-crate    (+1 duplicate)    
futures-util                                       0.3.32                                                   rust-crate    (+1 duplicate)    
gcc-12-base                                        12.2.0-14+deb12u1                                        deb                             
generic-array                                      0.14.7                                                   rust-crate    (+1 duplicate)    
generic-names                                      1.0.3                                                    npm                             
generic-names                                      4.0.0                                                    npm                             
generic-pool                                       3.9.0                                                    npm                             
gensync                                            1.0.0-beta.2                                             npm                             
get-caller-file                                    2.0.5                                                    npm                             
get-intrinsic                                      1.2.2                                                    npm                             
get-intrinsic                                      1.3.0                                                    npm                             
get-nonce                                          1.0.1                                                    npm                             
get-proto                                          1.0.1                                                    npm                             
getrandom                                          0.2.16                                                   rust-crate    (+1 duplicate)    
getrandom                                          0.3.3                                                    rust-crate    (+1 duplicate)    
getrandom                                          0.4.1                                                    rust-crate    (+1 duplicate)    
gettext-base                                       0.21-12                                                  deb                             
git                                                1:2.39.5-0+deb12u3                                       deb                             
git-man                                            1:2.39.5-0+deb12u3                                       deb                             
gitdb                                              4.0.12                                                   python        (+1 duplicate)    
github.com/restic/restic/cmd/restic                UNKNOWN                                                  go-module                       
gitpython                                          3.1.51                                                   python        (+1 duplicate)    
glob                                               0.3.3                                                    rust-crate    (+1 duplicate)    
glob                                               10.4.5                                                   npm                             
glob                                               11.0.3                                                   npm                             
glob                                               7.2.3                                                    npm                             
glob-parent                                        5.1.2                                                    npm                             
glob-parent                                        6.0.2                                                    npm                             
global-modules                                     0.2.3                                                    npm                             
global-prefix                                      0.1.5                                                    npm                             
globals                                            14.0.0                                                   npm                             
globals                                            16.5.0                                                   npm                             
globset                                            0.4.18                                                   rust-crate    (+1 duplicate)    
globwalk                                           0.9.1                                                    rust-crate    (+1 duplicate)    
goblin                                             0.10.7                                                   rust-crate    (+1 duplicate)    
google-api-core                                    2.31.0                                                   python                          
google-api-python-client                           2.188.0                                                  python                          
google-auth                                        2.48.0                                                   python                          
google-auth-httplib2                               0.4.0                                                    python                          
google-auth-oauthlib                               1.2.4                                                    python                          
googleapis-common-protos                           1.75.0                                                   python                          
googlemaps                                         4.10.0                                                   python                          
gopd                                               1.0.1                                                    npm                             
gopd                                               1.2.0                                                    npm                             
gpg                                                2.2.40-1.1+deb12u2                                       deb                             
gpgconf                                            2.2.40-1.1+deb12u2                                       deb                             
gpgv                                               2.2.40-1.1+deb12u2                                       deb                             
graceful-fs                                        4.2.11                                                   npm           (+2 duplicates)   
grep                                               3.8-5                                                    deb                             
gui                                                UNKNOWN                                                  binary                          
gui-32                                             UNKNOWN                                                  binary                          
gui-64                                             UNKNOWN                                                  binary                          
gui-arm64                                          UNKNOWN                                                  binary                          
gunicorn                                           23.0.0                                                   python                          
gzip                                               1.12-1                                                   deb                             
h2                                                 0.4.15                                                   rust-crate    (+1 duplicate)    
has-ansi                                           2.0.0                                                    npm                             
has-flag                                           1.0.0                                                    npm                             
has-flag                                           3.0.0                                                    npm                             
has-flag                                           4.0.0                                                    npm                             
has-property-descriptors                           1.0.1                                                    npm                             
has-proto                                          1.0.1                                                    npm                             
has-symbols                                        1.0.3                                                    npm                             
has-symbols                                        1.1.0                                                    npm                             
has-tostringtag                                    1.0.0                                                    npm                             
has-tostringtag                                    1.0.2                                                    npm                             
hash-sum                                           1.0.2                                                    npm                             
hashbrown                                          0.14.5                                                   rust-crate    (+1 duplicate)    
hashbrown                                          0.15.5                                                   rust-crate    (+1 duplicate)    
hashbrown                                          0.17.1                                                   rust-crate    (+1 duplicate)    
hasown                                             2.0.0                                                    npm                             
hasown                                             2.0.4                                                    npm                             
hast-util-from-parse5                              8.0.3                                                    npm                             
hast-util-parse-selector                           4.0.0                                                    npm                             
hast-util-raw                                      9.1.0                                                    npm                             
hast-util-to-jsx-runtime                           2.3.6                                                    npm                             
hast-util-to-parse5                                8.0.1                                                    npm                             
hast-util-whitespace                               3.0.0                                                    npm                             
hastscript                                         9.0.1                                                    npm                             
hermes-estree                                      0.25.1                                                   npm                             
hermes-parser                                      0.25.1                                                   npm                             
hex                                                0.4.3                                                    rust-crate    (+1 duplicate)    
highlight.js                                       10.7.3                                                   npm                             
hiredis                                            3.3.1                                                    python                          
hkdf                                               0.12.4                                                   rust-crate    (+1 duplicate)    
hmac                                               0.12.1                                                   rust-crate    (+1 duplicate)    
holidays                                           0.100                                                    python                          
homedir                                            0.3.6                                                    rust-crate    (+1 duplicate)    
homedir-polyfill                                   1.0.3                                                    npm                             
honcho                                             2.0.0                                                    python                          
hosted-git-info                                    9.0.2                                                    npm                             
hostname                                           3.23+nmu1                                                deb                             
html-escape                                        0.2.13                                                   rust-crate    (+1 duplicate)    
html-url-attributes                                3.0.1                                                    npm                             
html-void-elements                                 3.0.0                                                    npm                             
html5-qrcode                                       2.3.8                                                    npm                             
html5lib                                           1.1                                                      python        (+1 duplicate)    
http                                               1.4.1                                                    rust-crate    (+1 duplicate)    
http-body                                          1.0.1                                                    rust-crate    (+1 duplicate)    
http-body-util                                     0.1.3                                                    rust-crate    (+1 duplicate)    
http-cache-semantics                               4.2.0                                                    npm                             
http-content-range                                 0.2.4                                                    rust-crate    (+1 duplicate)    
http-proxy-agent                                   7.0.2                                                    npm                             
httparse                                           1.10.1                                                   rust-crate    (+1 duplicate)    
httpdate                                           1.0.3                                                    rust-crate    (+1 duplicate)    
httplib2                                           0.32.0                                                   python                          
https-proxy-agent                                  5.0.1                                                    npm                             
https-proxy-agent                                  7.0.6                                                    npm                             
hyper                                              1.10.1                                                   rust-crate    (+1 duplicate)    
