NAME                                                                           VERSION                                                  TYPE                            
anymatch                                                                       3.1.3                                                    npm           (+1 duplicate)    
aproba                                                                         2.1.0                                                    npm                             
apt                                                                            2.6.1                                                    deb                             
archy                                                                          1.0.0                                                    npm                             
arcstr                                                                         1.2.0                                                    rust-crate    (+1 duplicate)    
arg                                                                            5.0.2                                                    npm                             
argparse                                                                       2.0.1                                                    npm                             
aria-hidden                                                                    1.2.6                                                    npm           (+1 duplicate)    
array-buffer-byte-length                                                       1.0.2                                                    npm                             
arraybuffer.prototype.slice                                                    1.0.4                                                    npm                             
asap                                                                           2.0.6                                                    npm                             
asn1-rs                                                                        0.7.1                                                    rust-crate    (+1 duplicate)    
asn1-rs-impl                                                                   0.2.0                                                    rust-crate    (+1 duplicate)    
assert-json-diff                                                               2.0.2                                                    rust-crate    (+1 duplicate)    
assert-never                                                                   1.2.1                                                    npm                             
assert_cmd                                                                     2.2.2                                                    rust-crate    (+1 duplicate)    
assert_fs                                                                      1.1.4                                                    rust-crate    (+1 duplicate)    
assertion-error                                                                2.0.1                                                    npm                             
ast-v8-to-istanbul                                                             1.0.0                                                    npm                             
astral-pubgrub                                                                 0.5.0                                                    rust-crate    (+1 duplicate)    
astral-reqwest-middleware                                                      0.5.1                                                    rust-crate    (+1 duplicate)    
astral-reqwest-retry                                                           0.9.1                                                    rust-crate    (+1 duplicate)    
astral-tl                                                                      0.7.11                                                   rust-crate    (+1 duplicate)    
astral-tokio-tar                                                               0.6.3                                                    rust-crate    (+1 duplicate)    
astral-version-ranges                                                          0.2.0                                                    rust-crate    (+1 duplicate)    
astral_async_http_range_reader                                                 0.11.0                                                   rust-crate    (+1 duplicate)    
astral_async_zip                                                               0.0.20                                                   rust-crate    (+1 duplicate)    
asttokens                                                                      3.0.2                                                    python                          
async                                                                          3.2.6                                                    npm                             
async-broadcast                                                                0.7.2                                                    rust-crate    (+1 duplicate)    
async-channel                                                                  2.5.0                                                    rust-crate    (+1 duplicate)    
async-compression                                                              0.4.19                                                   rust-crate    (+1 duplicate)    
async-function                                                                 1.0.0                                                    npm                             
async-recursion                                                                1.1.1                                                    rust-crate    (+1 duplicate)    
async-trait                                                                    0.1.89                                                   rust-crate    (+1 duplicate)    
asynckit                                                                       0.4.0                                                    npm                             
at-least-node                                                                  1.0.0                                                    npm           (+1 duplicate)    
at-spi2-common                                                                 2.46.0-5                                                 deb                             
atob                                                                           2.1.2                                                    npm                             
atomic-waker                                                                   1.1.2                                                    rust-crate    (+1 duplicate)    
attr-accept                                                                    2.2.5                                                    npm                             
attrs                                                                          26.1.0                                                   python                          
autocommand                                                                    2.2.2                                                    python                          
autoprefixer                                                                   10.4.16                                                  npm                             
autoprefixer                                                                   10.5.0                                                   npm                             
available-typed-arrays                                                         1.0.7                                                    npm                             
awesomplete                                                                    1.1.5                                                    npm                             
aws-lc-rs                                                                      1.16.2                                                   rust-crate    (+1 duplicate)    
aws-lc-sys                                                                     0.39.0                                                   rust-crate    (+1 duplicate)    
axios                                                                          1.18.1                                                   npm                             
axoasset                                                                       2.0.1                                                    rust-crate    (+1 duplicate)    
axoprocess                                                                     0.2.1                                                    rust-crate    (+1 duplicate)    
axotag                                                                         0.3.0                                                    rust-crate    (+1 duplicate)    
axoupdater                                                                     0.10.0                                                   rust-crate    (+1 duplicate)    
babel                                                                          2.16.0                                                   python                          
babel-plugin-polyfill-corejs2                                                  0.4.17                                                   npm                             
babel-plugin-polyfill-corejs3                                                  0.14.2                                                   npm                             
babel-plugin-polyfill-regenerator                                              0.6.8                                                    npm                             
babel-walk                                                                     3.0.0-canary-5                                           npm                             
backports-tarfile                                                              1.2.0                                                    python                          
bail                                                                           2.0.2                                                    npm                             
balanced-match                                                                 1.0.2                                                    npm           (+3 duplicates)   
balanced-match                                                                 4.0.4                                                    npm                             
banking                                                                        0.0.0                                                    npm                             
barcodenumber                                                                  0.5.0                                                    python                          
base-files                                                                     12.4+deb12u15                                            deb                             
base-passwd                                                                    3.6.1                                                    deb                             
base64                                                                         0.22.1                                                   rust-crate    (+1 duplicate)    
base64-js                                                                      1.5.1                                                    npm                             
base64ct                                                                       1.8.3                                                    rust-crate    (+1 duplicate)    
base64id                                                                       2.0.0                                                    npm                             
baseline-browser-mapping                                                       2.10.18                                                  npm                             
baseline-browser-mapping                                                       2.10.40                                                  npm                             
bash                                                                           5.2.15-2+b13                                             deb                             
baz                                                                            UNKNOWN                                                  npm           (+1 duplicate)    
beautifulsoup4                                                                 4.13.5                                                   python                          
benchmark                                                                      1.0.0                                                    npm                             
big.js                                                                         3.2.0                                                    npm                             
bin                                                                            1.0.0                                                    npm                             
bin-links                                                                      5.0.0                                                    npm                             
binary-extensions                                                              2.2.0                                                    npm                             
binary-extensions                                                              2.3.0                                                    npm                             
binary-extensions                                                              3.1.0                                                    npm                             
bitflags                                                                       1.3.2                                                    rust-crate    (+1 duplicate)    
bitflags                                                                       2.13.0                                                   rust-crate    (+1 duplicate)    
bl                                                                             4.1.0                                                    npm                             
blake2                                                                         0.10.6                                                   rust-crate    (+1 duplicate)    
bleach                                                                         6.3.0                                                    python                          
bleach-allowlist                                                               1.0.3                                                    python                          
block-buffer                                                                   0.10.4                                                   rust-crate    (+1 duplicate)    
block-padding                                                                  0.3.3                                                    rust-crate    (+1 duplicate)    
bluebird                                                                       3.7.2                                                    npm                             
boolbase                                                                       1.0.0                                                    npm           (+1 duplicate)    
bootstrap                                                                      4.6.2                                                    npm                             
borrow-or-share                                                                0.2.4                                                    rust-crate    (+1 duplicate)    
boxcar                                                                         0.2.14                                                   rust-crate    (+1 duplicate)    
brace-expansion                                                                1.1.11                                                   npm                             
brace-expansion                                                                1.1.15                                                   npm                             
brace-expansion                                                                2.0.2                                                    npm                             
brace-expansion                                                                2.1.0                                                    npm                             
brace-expansion                                                                5.0.7                                                    npm                             
braces                                                                         3.0.3                                                    npm           (+1 duplicate)    
brotli                                                                         1.2.0                                                    python                          
browser_field                                                                  UNKNOWN                                                  npm           (+1 duplicate)    
browserslist                                                                   4.22.1                                                   npm                             
browserslist                                                                   4.28.2                                                   npm                             
browserslist                                                                   4.28.4                                                   npm                             
bsdutils                                                                       1:2.38.1-5+deb12u3                                       deb                             
bstr                                                                           1.12.1                                                   rust-crate    (+1 duplicate)    
buffer                                                                         5.7.1                                                    npm                             
buffer-from                                                                    1.1.2                                                    npm                             
bufferutil                                                                     4.0.8                                                    npm                             
bytecheck                                                                      0.8.2                                                    rust-crate    (+1 duplicate)    
bytemuck                                                                       1.25.0                                                   rust-crate    (+1 duplicate)    
byteorder-lite                                                                 0.1.0                                                    rust-crate    (+1 duplicate)    
bytes                                                                          1.12.0                                                   rust-crate    (+1 duplicate)    
bzip2                                                                          0.5.2                                                    rust-crate    (+1 duplicate)    
bzip2-sys                                                                      0.1.13+1.0.8                                             rust-crate    (+1 duplicate)    
ca-certificates                                                                20230311+deb12u1                                         deb                             
cacache                                                                        19.0.1                                                   npm                             
cacache                                                                        20.0.1                                                   npm                             
cachetools                                                                     7.1.4                                                    python                          
call-bind                                                                      1.0.5                                                    npm                             
call-bind                                                                      1.0.9                                                    npm                             
call-bind-apply-helpers                                                        1.0.2                                                    npm           (+1 duplicate)    
call-bound                                                                     1.0.4                                                    npm                             
callsites                                                                      3.1.0                                                    npm                             
camelcase-css                                                                  2.0.1                                                    npm                             
camino                                                                         1.2.2                                                    rust-crate    (+1 duplicate)    
caniuse-api                                                                    3.0.0                                                    npm                             
caniuse-lite                                                                   1.0.30001564                                             npm                             
caniuse-lite                                                                   1.0.30001788                                             npm                             
caniuse-lite                                                                   1.0.30001800                                             npm                             
cargo-util                                                                     0.2.28                                                   rust-crate    (+1 duplicate)    
cbc                                                                            0.1.2                                                    rust-crate    (+1 duplicate)    
ccount                                                                         2.0.1                                                    npm                             
certifi                                                                        2026.6.17                                                python        (+1 duplicate)    
cffi                                                                           2.1.0                                                    python                          
cfg-if                                                                         1.0.4                                                    rust-crate    (+1 duplicate)    
chai                                                                           6.2.2                                                    npm                             
chalk                                                                          1.1.3                                                    npm                             
chalk                                                                          2.4.2                                                    npm                             
chalk                                                                          4.1.2                                                    npm           (+1 duplicate)    
chalk                                                                          5.6.2                                                    npm                             
character-entities                                                             2.0.2                                                    npm                             
character-entities-html4                                                       2.1.0                                                    npm                             
character-entities-legacy                                                      3.0.0                                                    npm                             
character-parser                                                               2.2.0                                                    npm                             
character-reference-invalid                                                    2.0.1                                                    npm                             
chardet                                                                        5.2.0                                                    python                          
charenc                                                                        0.0.2                                                    npm                             
charset                                                                        0.1.5                                                    rust-crate    (+1 duplicate)    
charset-normalizer                                                             3.4.9                                                    python        (+1 duplicate)    
chokidar                                                                       3.5.3                                                    npm                             
chokidar                                                                       3.6.0                                                    npm                             
chokidar                                                                       5.0.0                                                    npm                             
chownr                                                                         3.0.0                                                    npm                             
chromium-common                                                                150.0.7871.124-1~deb12u1                                 deb                             
chromium-headless-shell                                                        150.0.7871.124-1~deb12u1                                 deb                             
chrono-node                                                                    2.9.1                                                    npm                             
ci-info                                                                        4.3.1                                                    npm                             
cidr-regex                                                                     5.0.1                                                    npm                             
cipher                                                                         0.4.4                                                    rust-crate    (+1 duplicate)    
clap                                                                           4.6.1                                                    rust-crate    (+1 duplicate)    
clap_builder                                                                   4.6.0                                                    rust-crate    (+1 duplicate)    
clap_complete                                                                  4.6.0                                                    rust-crate    (+1 duplicate)    
clap_complete_command                                                          0.6.1                                                    rust-crate    (+1 duplicate)    
clap_complete_nushell                                                          4.6.0                                                    rust-crate    (+1 duplicate)    
clap_lex                                                                       1.1.0                                                    rust-crate    (+1 duplicate)    
class-variance-authority                                                       0.7.1                                                    npm                             
classnames                                                                     2.5.1                                                    npm                             
clean-css                                                                      4.2.4                                                    npm                             
cli                                                                            UNKNOWN                                                  binary                          
cli-32                                                                         UNKNOWN                                                  binary                          
cli-64                                                                         UNKNOWN                                                  binary                          
cli-arm64                                                                      UNKNOWN                                                  binary                          
cli-columns                                                                    4.0.0                                                    npm                             
cli-cursor                                                                     3.1.0                                                    npm                             
cli-spinners                                                                   2.9.2                                                    npm                             
click                                                                          8.2.1                                                    python                          
click                                                                          8.3.3                                                    python                          
cliui                                                                          7.0.4                                                    npm                             
cliui                                                                          8.0.1                                                    npm                             
clone                                                                          1.0.4                                                    npm                             
clone                                                                          2.1.2                                                    npm                             
clsx                                                                           2.1.1                                                    npm                             
cluster-key-slot                                                               1.1.2                                                    npm                             
cmd-shim                                                                       7.0.0                                                    npm                             
cmdk                                                                           1.1.1                                                    npm                             
codemirror                                                                     6.0.2                                                    npm                             
color-convert                                                                  1.9.3                                                    npm                             
color-convert                                                                  2.0.1                                                    npm           (+3 duplicates)   
color-name                                                                     1.1.3                                                    npm                             
color-name                                                                     1.1.4                                                    npm           (+3 duplicates)   
colorchoice                                                                    1.0.5                                                    rust-crate    (+1 duplicate)    
colord                                                                         2.9.3                                                    npm                             
combined-stream                                                                1.0.8                                                    npm                             
comma-separated-tokens                                                         2.0.3                                                    npm                             
commander                                                                      2.20.3                                                   npm                             
commander                                                                      4.1.1                                                    npm                             
commander                                                                      7.2.0                                                    npm                             
commander                                                                      9.5.0                                                    npm                             
common-ancestor-path                                                           1.0.1                                                    npm                             
common-tags                                                                    1.8.2                                                    npm                             
concat-map                                                                     0.0.1                                                    npm           (+1 duplicate)    
concurrent-queue                                                               2.5.0                                                    rust-crate    (+1 duplicate)    
confbox                                                                        0.1.8                                                    npm                             
confbox                                                                        0.2.4                                                    npm                             
configparser                                                                   3.2.0                                                    rust-crate    (+1 duplicate)    
console                                                                        0.16.3                                                   rust-crate    (+1 duplicate)    
consolidate                                                                    0.15.1                                                   npm                             
const-oid                                                                      0.9.6                                                    rust-crate    (+1 duplicate)    
const-random                                                                   0.1.18                                                   rust-crate    (+1 duplicate)    
constantinople                                                                 4.0.1                                                    npm                             
convert-source-map                                                             2.0.0                                                    npm           (+1 duplicate)    
cookie                                                                         0.4.2                                                    npm                             
cookie                                                                         0.7.0                                                    npm                             
cookie-es                                                                      3.1.1                                                    npm                             
copy-anything                                                                  2.0.6                                                    npm                             
core-js                                                                        3.33.3                                                   npm                             
core-js                                                                        3.49.0                                                   npm                             
core-js-compat                                                                 3.49.0                                                   npm                             
corepack                                                                       0.34.5                                                   npm                             
coreutils                                                                      9.1-1                                                    deb                             
cors                                                                           2.8.5                                                    npm                             
cpufeatures                                                                    0.2.17                                                   rust-crate    (+1 duplicate)    
crc32fast                                                                      1.5.0                                                    rust-crate    (+1 duplicate)    
crelt                                                                          1.0.6                                                    npm                             
crm                                                                            1.79.1                                                   python                          
crm                                                                            UNKNOWN                                                  npm                             
crm-ui                                                                         0.0.0                                                    npm                             
croniter                                                                       6.0.0                                                    python                          
cropperjs                                                                      1.6.1                                                    npm                             
cross-spawn                                                                    7.0.6                                                    npm           (+2 duplicates)   
crossbeam-channel                                                              0.5.15                                                   rust-crate    (+1 duplicate)    
crossbeam-deque                                                                0.8.6                                                    rust-crate    (+1 duplicate)    
crossbeam-epoch                                                                0.9.18                                                   rust-crate    (+1 duplicate)    
crossbeam-utils                                                                0.8.21                                                   rust-crate    (+1 duplicate)    
crypt                                                                          0.0.2                                                    npm                             
crypto-common                                                                  0.1.7                                                    rust-crate    (+1 duplicate)    
crypto-random-string                                                           2.0.0                                                    npm                             
cryptography                                                                   46.0.7                                                   python                          
css                                                                            2.2.4                                                    npm                             
css-declaration-sorter                                                         6.4.1                                                    npm                             
css-parse                                                                      2.0.0                                                    npm                             
css-select                                                                     4.3.0                                                    npm                             
css-selector-tokenizer                                                         0.7.3                                                    npm                             
css-tree                                                                       1.1.3                                                    npm                             
css-what                                                                       6.1.0                                                    npm                             
cssesc                                                                         3.0.0                                                    npm           (+2 duplicates)   
cssnano                                                                        5.1.15                                                   npm                             
cssnano-preset-default                                                         5.2.14                                                   npm                             
cssnano-utils                                                                  3.1.0                                                    npm                             
csso                                                                           4.2.0                                                    npm                             
cssselect                                                                      1.4.0                                                    python                          
cssselect2                                                                     0.9.0                                                    python                          
csstype                                                                        3.1.2                                                    npm                             
csstype                                                                        3.2.3                                                    npm           (+1 duplicate)    
cssutils                                                                       2.11.1                                                   python                          
csv                                                                            1.4.0                                                    rust-crate    (+1 duplicate)    
csv-core                                                                       0.1.13                                                   rust-crate    (+1 duplicate)    
ctrlc                                                                          3.5.2                                                    rust-crate    (+1 duplicate)    
curl                                                                           7.88.1-10+deb12u15                                       deb                             
custom-event-polyfill                                                          1.0.7                                                    npm                             
cwd                                                                            0.10.0                                                   npm                             
cyclonedx-bom                                                                  0.8.1                                                    rust-crate    (+1 duplicate)    
cyclonedx-bom-macros                                                           0.1.0                                                    rust-crate    (+1 duplicate)    
